,Dollar Sales,Geography,Product,SKU,Time,Unit Sales
2048,159262.78,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,9/11/2016,19252
2049,156299.38,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,10/9/2016,18699
2050,158786.91,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,11/6/2016,18618
2051,160543.62,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,12/4/2016,19865
2052,166180.2489,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,1/1/2017,20079.11
2053,190233.9556,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,1/29/2017,19200.32186
2054,191137.2889,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,2/26/2017,19734.13
2055,213367.26,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,3/26/2017,21003.01
2056,251998.94,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,4/23/2017,24043
2057,298499.25,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,5/21/2017,26177.6
2058,327598.72,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,6/18/2017,24846
2059,405602.7421,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,7/16/2017,26362.89473
2060,406568.259,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,8/13/2017,24483.54223
2061,417853.06,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,9/10/2017,23866
2062,410339.25,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,10/8/2017,25559
2063,443889.82,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,11/5/2017,25674.18
2064,535135.5,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,12/3/2017,30932.17
2065,594411.57,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,12/31/2017,47063
2066,595559.66,Circle K - Circle K Western-RMA - Conv,ELECTRONIC SMOKING DEVICES,E-Cigs Total,1/28/2018,38719
2067,4013.49,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,1/31/2016,251
2068,4141.41,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,2/28/2016,259
2069,3997.5,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,3/27/2016,250
2070,4637.1,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,4/24/2016,290
2071,5068.83,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,5/22/2016,317
2072,6763.77,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,6/19/2016,423
2073,10393.5,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,7/17/2016,650
2074,7931.04,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,8/14/2016,496
2075,7035.6,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,9/11/2016,440
2076,7115.55,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,10/9/2016,445
2077,5598.5,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,11/6/2016,352
2078,8596.61,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,12/4/2016,539
2079,8650.59,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,1/1/2017,541
2080,11518.946,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,1/29/2017,720.7613742
2081,13969.25,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,2/26/2017,875
2082,13543.52,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,3/26/2017,848
2083,20211.09,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,4/23/2017,1191
2084,26268.29,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,5/21/2017,1422
2085,31740.1,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,6/18/2017,1693
2086,34968.77195,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,7/16/2017,1644.942287
2087,37350.96686,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,8/13/2017,1615.119739
2088,34362.09,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,9/10/2017,1491
2089,31452.07,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,10/8/2017,1395
2090,28198.5,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,11/5/2017,1287.01
2091,25990.68,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,12/3/2017,1174.01
2092,27443.88,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,12/31/2017,1212
2093,29967.36,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,JUUL Refill Kits,1/28/2018,1363
2094,3373.89,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,1/31/2016,211
2095,4860.96,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,2/28/2016,304
2096,4109.43,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,3/27/2016,257
2097,4781.01,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,4/24/2016,299
2098,5324.67,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,5/22/2016,333
2099,6619.86,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,6/19/2016,414
2100,5100.81,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,7/17/2016,319
2101,5868.33,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,8/14/2016,367
2102,7435.35,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,9/11/2016,465
2103,7395.37,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,10/9/2016,463
2104,6364.02,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,11/6/2016,398
2105,7447.31,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,12/4/2016,469
2106,9242.21,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,1/1/2017,579
2107,11299.71629,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,1/29/2017,708.7377291
2108,14466.96,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,2/26/2017,905
2109,18756.26,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,3/26/2017,1174
2110,21650.31,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,4/23/2017,1269
2111,28109.57,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,5/21/2017,1519
2112,22248.68,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,6/18/2017,1185
2113,26451.18678,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,7/16/2017,1250.769908
2114,28915.9038,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,8/13/2017,1279.765216
2115,37620.72,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,9/10/2017,1629
2116,36477.81,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,10/8/2017,1620
2117,26748.94,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,11/5/2017,1150.01
2118,28886.14,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,12/3/2017,1317.01
2119,28383.27,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,12/31/2017,1273
2120,33306.54,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,JUUL Refill Kits,1/28/2018,1546
2121,34158.3,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MANGO DISPOSABLE 4 CT - 0819913012441,JUUL Refill Kits,11/5/2017,1474
2122,75052.84,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MANGO DISPOSABLE 4 CT - 0819913012441,JUUL Refill Kits,12/3/2017,3370
2123,92925.78,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MANGO DISPOSABLE 4 CT - 0819913012441,JUUL Refill Kits,12/31/2017,4174
2124,106057.16,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MANGO DISPOSABLE 4 CT - 0819913012441,JUUL Refill Kits,1/28/2018,4884
2125,6077.19,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,1/31/2016,381
2126,6092.19,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,2/28/2016,381
2127,7723.17,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,3/27/2016,483
2128,6875.7,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,4/24/2016,430
2129,8826.48,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,5/22/2016,552
2130,6220.11,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,6/19/2016,389
2131,4429.23,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,7/17/2016,277
2132,9034.35,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,8/14/2016,565
2133,7227.47,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,9/11/2016,453
2134,7899.07,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,10/9/2016,495
2135,6204.12,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,11/6/2016,388
2136,6587.88,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,12/4/2016,412
2137,8890.44,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,1/1/2017,556
2138,15749.43468,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,1/29/2017,984.9552646
2139,18564.39,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,2/26/2017,1161
2140,21890.27,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,3/26/2017,1373
2141,29628.45,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,4/23/2017,1756
2142,36725.73,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,5/21/2017,1977
2143,53654.34,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,6/18/2017,2866
2144,70206.83343,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,7/16/2017,3259.851468
2145,78550.33824,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,8/13/2017,3416.476373
2146,80762.37,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,9/10/2017,3465
2147,100784.07,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,10/8/2017,4499
2148,100149.64,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,11/5/2017,4484.01
2149,109426.84,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,12/3/2017,4809.01
2150,119868.66,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,12/31/2017,5345
2151,112756.22,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,JUUL Refill Kits,1/28/2018,5178
2152,5596.5,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,1/31/2016,350
2153,6651.84,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,2/28/2016,416
2154,6683.82,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,3/27/2016,418
2155,7307.43,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,4/24/2016,457
2156,7483.32,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,5/22/2016,468
2157,8138.91,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,6/19/2016,509
2158,6268.08,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,7/17/2016,392
2159,5740.41,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,8/14/2016,359
2160,6999.61,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,9/11/2016,439
2161,8684.56,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,10/9/2016,544
2162,10281.57,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,11/6/2016,643
2163,10121.67,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,12/4/2016,633
2164,10105.68,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,1/1/2017,632
2165,14740.47672,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,1/29/2017,921.8559549
2166,13655.45,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,2/26/2017,855
2167,16606.81,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,3/26/2017,1058
2168,21168.23,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,4/23/2017,1227
2169,28124.88,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,5/21/2017,1512
2170,33182.81,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,6/18/2017,1769
2171,43216.31575,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,7/16/2017,2019.723876
2172,43448.94327,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,8/13/2017,1865.198925
2173,40573.57,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,9/10/2017,1743
2174,38843.84,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,10/8/2017,1717
2175,36972.76,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,11/5/2017,1652.01
2176,37329.24,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,12/3/2017,1663.01
2177,39135.87,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,12/31/2017,1713
2178,44971.35,Circle K - Circle K Western-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,JUUL Refill Kits,1/28/2018,1966
2179,18355.41,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,JUUL Devices,6/18/2017,459
2180,40104.94628,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,JUUL Devices,7/16/2017,882.8402966
2181,28446.01779,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,JUUL Devices,8/13/2017,571.3256134
2182,52909.42,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,JUUL Devices,9/10/2017,1059
2183,25944.81,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,JUUL Devices,10/8/2017,519
2184,22610.33,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,JUUL Devices,11/5/2017,467
2185,36438.22,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,JUUL Devices,12/3/2017,778
2186,48569.79,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,JUUL Devices,12/31/2017,1022
2187,49606.62,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,JUUL Devices,1/28/2018,1047
2188,5208.55,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,JUUL Devices,1/31/2016,145
2189,6213.22,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,JUUL Devices,2/28/2016,178
2190,7658.39,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,JUUL Devices,3/27/2016,161
2191,10082.92,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,JUUL Devices,4/24/2016,208
2192,11459.46,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,JUUL Devices,5/22/2016,234
2193,12124.99,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,JUUL Devices,6/19/2016,248
2194,11202.72,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,JUUL Devices,7/17/2016,228
2195,9987.46,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,JUUL Devices,8/14/2016,204
2196,7563.46,Circle K - Circle K Western-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,JUUL Devices,9/11/2016,154
